gene  z1         z2       z3          z4        z5          z6      z7        z8         z9        z10    z11         z12       z13       z14        z15      z16       z17      z18        z19        z20       z21     z22        z23       z24       z25      z26        z27       z28        z29      z30       z31      z32       z33       z34       z35       z36       z37       z38        z39       z40      z41       z42        z43      z44        z45      z46       z47      z48         z49       z50      z51       z52        z53       z54      z55        z56      z57        z58      z59       z60        z61      z62      z63              
  40  -1.35577   0.22650  -1.29627  -1.81096  -1.37358  -1.91157  -0.33996  -1.10640  -1.19477  -1.70431  -1.37833  -1.30601  -0.53837  -0.54637  -1.25387  -1.65189  -0.51366  -0.76604  -0.80041  -0.29659  -1.19982  -1.17393  -0.41151  -1.29682  -0.86016  -0.91056  -1.04755  -0.91093  -0.50883  -0.83518  -0.98631  -0.61194  -0.93905  -1.28484  -0.87984  -0.52560  -0.86846  -1.47907  -1.25247  -1.05413  -1.12501  -0.86347  -0.96207  -1.07295  -2.35039  -1.43548  -1.18794  -1.90449  -0.51149  -1.04017  -0.97246  -1.03325  -2.05222  -2.48292  -1.99262  -2.69489  -1.60330  -0.35775  -1.32126  -1.48877  -1.34400  -1.54883  -0.62559
  41   0.14570  -0.11435  -0.66204   1.11388   0.91994  -1.54202  -1.27853   0.38784  -0.38713   0.74308  -0.18183  -0.74644  -1.06205  -0.81724  -0.84235  -0.39364  -1.42628  -1.32013  -1.34842  -1.50690  -1.53110  -1.36453  -0.88081  -0.30897  -0.51366   0.32519  -0.78834  -0.29558  -0.98604  -0.26319  -0.27358  -1.42110  -1.00978  -1.88093  -1.43948  -0.97963  -1.24688  -1.55049  -0.89686  -1.05902  -1.36767  -1.41305  -0.98631  -1.61204  -2.70530  -1.37042  -1.27692  -1.29408  -0.68940  -0.87648  -0.80218  -1.14178   0.52378   1.29148  -0.04804  -0.10314  -0.62419  -0.66068   0.22174   0.05434  -1.59464  -1.26337  -0.07359
  42   1.26240   1.31828   1.05630   0.49402   0.12646   1.18493   0.52203   0.96124   0.43724   0.20559   1.04774   0.65641   0.84726   1.69502   0.91994   1.02403   1.15139   1.83886   1.79092   1.66951   1.03048   0.57526   1.65391   1.05906   1.52188   1.06518   0.69347   1.05630   1.39070   1.09400   0.87299   1.13971   1.17979   1.01144   1.53808   1.69502   1.58041   1.18493   1.17209   1.95847   1.12738   1.50637   1.73451   1.17209   0.40723   0.67394   1.51340   1.06518   1.14924   0.88466   0.80493   0.79163   1.54815   0.27627   1.58041   0.49048   0.86164   0.74799   1.00635   1.05445   1.15933   1.22799   1.35876
  43  -2.21276  -2.23135  -2.75164  -2.25384  -1.38770  -2.02810  -1.96398  -1.87439  -1.32351  -1.60529  -1.54343  -1.38051  -1.29408   0.50540  -1.90819  -1.92382  -1.48017   0.25959   0.24310   0.22174  -1.82449   0.15324   0.04679   0.09948  -0.23743   0.38974   0.16003  -1.42483  -1.27961  -1.44860  -1.50014  -1.50352  -1.72556  -1.46881   0.14795  -0.02589   0.06821   0.36828   0.57129  -0.37753  -0.25545  -0.72909   0.02059  -0.60240  -2.08265   0.71606   0.28552   0.83781   0.45603  -0.28669  -2.02660   0.03956  -1.82016  -2.46415  -2.09456  -1.98052  -1.28592  -1.70486  -2.48956  -1.69419  -1.08502  -0.23187  -1.44520
  44  -0.21828  -0.61601  -0.94495  -0.53940  -1.14460  -0.86608  -1.13460  -0.51149  -0.68172  -2.15914  -0.88600  -1.26603  -0.55139  -1.70486  -0.53828  -0.40377  -0.21010  -0.92824  -0.96260  -0.67649  -0.19511  -0.94766  -0.75503  -0.64379  -0.40884  -0.30510  -0.86846  -0.10976  -0.51894  -0.34878   0.07404  -0.33129   0.09703   0.12927  -0.51325  -0.67757  -0.27358  -0.57403   0.01435  -1.33693  -1.17038  -0.58152   0.07260  -0.21785  -1.66974  -0.89441  -1.29792  -0.73789  -1.34977  -1.05729   1.22799  -0.43032  -0.22518  -0.64674  -0.84491  -0.80041  -0.61296  -0.61601  -1.15423  -1.08502  -0.33045  -0.98631  -0.93707
  45   0.42196  -0.85673   1.15139   0.67144  -0.81453  -0.39364  -0.65585  -0.22189  -0.46737  -0.23750  -0.28184   0.50958  -0.19268  -0.41961   0.12390  -0.04103  -0.39260  -0.65691  -0.59566  -0.68172  -0.11586  -0.04364  -0.13045  -0.84177  -0.67678  -0.56877  -0.75619  -0.67757  -0.28296  -0.72350  -0.41612   0.69371   0.00538   0.93535  -0.30700  -0.45815  -0.18568  -0.10314  -0.75897   0.59928   0.20612   0.38001  -0.19754  -0.50775  -1.11964  -1.67852  -0.40865  -0.88868  -0.30510  -0.18351   0.73056  -0.54784   0.32977  -0.34722  -0.17572  -0.38655  -0.47289   0.84726  -0.35511  -0.19471  -0.65489   0.00985  -0.90436
  46   0.45882   0.45771   0.43690  -0.06444  -0.35728  -0.47844  -0.02922  -0.11244   0.09062   0.14713  -0.12659   0.00025   0.31787   0.83376   0.59650   0.63742  -0.02307   0.60199   0.65760   0.33461   0.74089   1.40660   1.11388  -0.70189   0.52203   0.13793  -0.31588   0.68509   0.70828   0.30195   0.43690   0.40290   1.50637   0.55337   0.53813   1.13971   1.43192   0.75120   0.30848   1.39070   0.96386   0.60199   0.15572   0.63451  -0.73668  -0.25994   0.74799   0.01247   0.76062   0.72304   0.49716   0.27646   0.65375   0.15961   0.57875   0.12927   0.55566  -0.90758   0.47440   0.08567  -0.12053   0.48091   0.39376
  47   1.71949   1.27857   1.36506   0.87832   1.35876   1.85880   1.80062   1.69502   1.63954   1.30322   1.78636   1.69502   1.78636   1.19690   1.35021   1.19803   1.24490   1.13198   1.13636   1.62902   1.72288   1.70872   1.39936   1.75985   1.63954   1.79092   1.47780   1.24696  -1.49835   1.69502   1.39936   1.55596   1.09400   1.19690   1.85161   1.36768   1.69502   1.63954   1.46121   1.85880   1.55596   1.32903   1.57246   1.95420   1.71949   1.65391   1.68927   1.28420   1.31828   1.71949   1.19690   1.50637   1.67267   1.07955   1.38422   1.13198   1.63954   1.11388   1.66951   1.37991   1.58041   1.79401   1.47780
  48   1.47191   0.58336   0.73056   1.55596   0.97250   0.67684   0.86164   1.13636   1.27857   0.41986   1.12337   1.29148   0.89623  -0.55243   0.87832  -0.03356   0.58629  -0.69645  -0.61601   0.07876   0.15345  -0.36011  -0.70623  -0.16046   1.30983   0.17147   0.18103   0.75120   0.46417   0.48498   1.23211   0.70486   0.43725   0.45031  -0.37023  -0.02773  -0.37520   0.24776   0.43460   0.51953   0.02059   0.00568   0.55899   0.16742  -1.06539  -0.70892  -0.89050  -0.18568  -0.50509  -0.28842   1.17209  -0.46267   1.09731   1.18277   0.22174   0.71957   0.35283   0.00752   0.73280   0.46916   0.18220  -0.40377  -0.92773
  49   1.36506   0.27608   1.48275   1.64842   1.55596   1.16888   1.54815   2.03526   1.74456   0.69395   1.69502   1.33337   1.83886   1.75985   0.82057   0.84726   0.78828   0.59928   0.46417   1.19803   0.93768   0.75224   1.21472   1.25143   1.36506   1.21472   1.26240   1.62902  -1.56963   1.05906   0.96386   1.22799   1.43192   1.25691   1.90697   1.53808   1.75985   1.68927  -0.83299   1.60881   1.72288   1.75985   1.79401   0.66086   0.54014   1.06137   1.59142   1.32903  -0.18435   1.64842   0.78015   1.77437   1.51340   0.93535   0.82057   0.21241   1.50917   1.33337   1.74456   1.32903   1.06518  -0.81453  -0.48735
  50  -1.15423  -1.31509  -0.83138  -0.83524  -2.09293  -2.55643  -1.93933  -2.08566  -2.32969  -0.64018  -2.17244  -1.75824  -2.12111  -1.23736  -1.70761  -1.70624  -2.25384  -1.94456  -1.90751  -2.64234  -2.04950  -1.68309  -1.64878  -2.83446  -1.79369  -1.86562  -1.88816  -1.91191  -2.10497  -2.07088  -1.91905  -1.74040  -1.84643  -1.57058  -2.50777  -2.35039  -2.55643  -2.24958  -1.90449  -2.19152  -2.39306  -2.34098  -1.75824  -1.53307  -2.68311  -2.00217  -1.63177  -1.99519  -0.94637  -2.01486  -1.77581  -2.37199  -1.08813  -0.37564  -0.87361  -0.67541  -1.64082  -1.34765  -0.22872  -0.74602  -0.92521  -0.26143  -0.23997
  51   1.28802   1.54815   1.03895  -0.29049   0.24177   0.55224   0.43725   1.06518   1.37991   0.57129   0.79647   0.62669   0.26444   0.78828   0.62262   0.70828   0.61261   1.44204   1.67267   1.01747   1.73451   1.90697   1.69502   0.88031   1.74456   1.68927   0.58545   1.58041   1.33337   0.92195   0.57129   0.75224   1.24156   1.04297   1.74456   0.61718   1.37991   1.85161   1.77437   1.66951   1.67267   0.92925   1.12337   1.47780   1.51594   1.77437   1.52188   1.50637   1.53337   1.58041   0.51953   1.47780   0.72880   0.75224   0.84469   0.72304   1.37991   0.66251   1.13198   0.86399   1.67267   0.76062   1.05630
  52  -0.13559  -0.33038  -0.37477  -0.43140  -0.53239  -0.65788  -0.17459  -0.19827  -0.12483  -0.84340  -0.82508   0.17147  -0.21010  -0.97498  -0.21060  -0.28988  -0.69645  -0.22108  -0.23743  -1.73727  -0.38317  -0.24150  -0.81227  -1.29171  -1.35402  -0.89111  -0.64674  -0.54395  -0.69445  -0.40662  -0.69405  -0.88225  -0.87001  -1.49679  -1.35035  -1.58606  -1.19221  -1.86143  -2.64802  -1.13647  -0.95153  -1.20464  -1.01570  -0.83518  -1.52580  -1.10203  -0.86099  -1.71203  -0.37233  -1.94456  -0.98203  -1.56070  -1.15932  -0.49225  -0.61397  -0.42603  -1.29408  -1.22010   0.09485  -0.74745  -0.90140  -1.75709  -1.04813
  53   0.76062   0.78203   1.01747  -1.39030   0.78491   0.37833   0.03198   0.33586   0.43887   0.25196   0.33733   0.17404   0.83376  -0.05414   0.51953   0.12870   0.91725   1.14354   0.94684   0.14570   0.63943   1.21472   0.64883  -0.10314   0.15156   0.30649  -0.44161   0.43722   0.28856   0.24776   0.01247  -0.33282  -0.06619   0.43460   0.50724  -0.78472   0.45187  -0.03843  -0.54524   0.42196   0.70315   0.10431   0.07849   0.36752   0.65375   0.86399   0.97250  -0.03356  -0.10514   0.50386   0.10616   0.34146   1.21472  -0.00040   0.85660   0.66251   0.31218   0.33461   0.52378  -0.21636   0.82475   0.55899   1.03622
  54  -1.17506  -1.32586  -1.31509  -1.74469  -1.86143  -2.04950  -1.63566  -1.47382  -1.62212  -0.69045  -1.56022  -1.26603  -0.82932  -1.98052  -1.28321  -1.18254  -1.39312  -2.17684  -2.14345  -2.53907  -1.22426  -1.17506  -1.53168  -2.46562  -2.48956  -1.96684  -1.94527  -0.96077  -1.25650  -1.21117  -0.98070  -1.47819  -1.22282  -1.50127  -2.22573  -2.15287  -1.97221  -2.57688  -2.70680  -1.69937  -1.56334  -1.62921  -1.81556   0.27292  -0.56282  -0.92521  -1.12079  -1.62591   0.29073  -1.67505   0.12813  -1.92742  -0.13559  -0.52037  -0.83807  -0.37579  -1.51482  -0.75280  -0.76852  -0.49585  -0.64674  -3.04638  -0.94869
  55   1.22087   1.13636   0.73465   0.39991   0.26911   0.16856   0.64645   0.99654   0.37833  -0.24399  -0.26143   0.44894   0.64883  -1.19254   1.48275   1.72288   0.90885   0.81508   0.71764   0.29673   1.24345   0.38233  -0.51819   0.91045   0.34201   0.85143   0.63180   1.70872   1.45487   1.23211   1.31828   1.05260   1.92684   1.22799   1.17979   0.62903   1.54815   0.91994  -0.31972   1.15139   1.47191   1.44204   1.07470   0.98492   0.63742  -0.04134   0.68509   0.57129   0.91725   0.16178   1.21472   1.03048   1.24156   1.05630   0.88466   0.87027   0.67684   0.21071   0.32624   0.46656   1.04297  -0.44161   0.45685
  56  -0.16164   0.75790  -0.16517  -0.66972  -1.04755  -0.50195  -0.76949   0.26727   0.10616  -0.42741  -0.26958  -0.49758   0.60199  -0.67708  -0.05752  -0.08099   0.74089  -0.26384  -0.22728  -0.18568   0.69502   0.48627   0.41009   0.03445   1.12738   0.86399  -0.40903   1.08012   0.51474   0.60584   0.49716   0.64883  -0.05784   0.18977   0.45187  -0.49225   0.00364   0.76428   0.64682  -0.36875   0.34146   0.22638   0.32101   0.38276  -0.35739   0.33993   0.56452   0.33461   0.44263   0.53441   0.30498   0.57019  -0.10525  -0.51149  -0.55600  -0.37295   0.17572  -0.54680  -0.32183  -0.70623   0.59189   0.67394   0.54049
  57   1.65500   1.83886   1.63954   0.91045   1.51594   1.52188   1.77437   1.73451   1.67267   0.85143   1.52188   1.59142   1.71949   1.35876   1.47780   1.77437   1.73451   1.48607   1.52188   1.17979   1.70872   1.57246   1.68927   1.55596   1.10915   1.74456   1.79092   1.21472   1.76547   1.64842   1.72288   1.73451   1.79092   1.13198   1.61942   1.63954   1.59319   1.79092   0.32624   1.73451   1.79092   1.45487   1.64842   1.23211   1.16888   0.62669   1.69502   1.37991   1.40819   0.94055   1.43192   1.24156   1.86249   1.55596   1.75985   1.57246   1.39936   0.70658   1.44204   1.35021   1.12738   0.47661   1.14924
  58  -2.04026  -2.60105  -1.68255  -2.31218  -1.52305  -1.29153  -2.59837  -1.02235  -1.44012  -1.82480  -1.51687  -1.84643  -1.04498   0.60199  -2.16500  -2.12780  -1.59537   0.72304   0.81153   1.06137  -2.10538   0.86164   0.77189   0.93768   0.73056   0.70211   0.78015  -1.23676  -1.67932  -1.40732  -1.81096  -1.78950  -2.42199  -2.92435   1.01747   0.70211   0.79405   0.69502   0.80560   0.29356   0.20339   0.48498   0.94684  -0.89233  -1.74069   1.14354   1.04774   0.60199  -0.04306   0.67008  -2.37679   0.22262  -1.97113  -2.60105  -2.70906  -2.55643  -1.20364  -1.64981  -2.19555  -2.55643  -2.10579  -2.26344  -2.04873
  59   1.09024   1.55596   1.02403   0.28552   1.07955   0.56290   1.25691   0.87832   1.09335   1.09335   0.65690   0.65375   1.47191   1.17979   1.30983   1.04560   1.24696   1.13636   1.17209   0.67008   1.21472   1.76547   0.93768   0.89019   0.23748   0.64519   0.73465   1.18493   0.93768   1.48275   0.98182   0.60393   1.13636   1.05260   0.61621   0.79843   1.07050   0.82057  -0.18773   1.02038   0.97250   0.63943   1.08404   1.36506   0.86164   0.63180   1.09024   0.49402   0.99654   0.42196   0.69791   0.49895  -2.19376   1.15933   1.48275   1.46121   0.81153   0.67144   1.28420   1.03895   1.04774   0.37329   1.28802
  60   1.18277   1.53808   1.44204   0.23250   2.03526   1.76547   1.61942   1.42514   1.50917   1.37991   1.28802   0.77189   1.57246   1.89216   1.43192   0.70939   0.80493   1.85880   1.83886   1.78636   1.47780   1.92684   1.95847   1.54815   1.75985   1.90697   1.75985   1.83886   1.78636   1.39936   1.16888   1.71949   1.46656   1.71949   1.99122   1.86249   1.78636   1.95847   1.90415   1.95420   1.90697   1.90415   1.95420   1.90415   2.03526   1.99122   1.95847   1.53808   1.69502   1.89216   0.94055   1.90697   1.17209   1.32903   1.35876   1.03048   1.44204   1.18493   1.53337   1.39936   1.61942   1.95847   1.74456
  61   1.31828   1.44204   1.24156   0.90438   1.50917   1.28802   1.74456   1.37991   1.47780   0.67144   0.99870   1.05906   1.53808   1.92684   1.61942   0.56452   1.11388   1.65391   1.72288   1.55596   1.90415   1.82816   1.85161   1.18493   1.57246   1.90415   1.73451   1.69502   1.72288   1.54815   1.53808   1.51594   1.66951   1.76547   1.79401   1.77437   1.72288   1.73451   1.52188   1.58041   1.61942   1.63954   1.83886   1.22799   1.66951   1.76547   1.89216   1.36506   1.30983   1.85880   1.48607   1.59319   1.40819   1.42514   1.50917   1.65500   0.83781   1.54815   1.40660   0.71606   1.79401   1.68927   1.80723
  62   1.63954   2.03526   1.99122   1.95420   1.36506   1.59319   1.71949   1.66951   1.51594   1.99122   1.86249   1.79401   1.90697   1.99122   1.63954   1.30322  -0.53768   1.78636   1.82816   1.95420   1.61942   1.95420   1.79401   1.95420   1.99122   1.85161   1.42514   1.85880   1.39936   1.58041   1.73451   1.66951   1.33337   1.80723   1.85880   0.99654   1.59142   2.03526   2.03526   0.31660   1.76547   1.89216   1.95847   1.54815   1.82816   2.03526   1.77437   1.99122   1.99122   1.95847  -2.29536   1.90415  -1.09767   1.59319   1.85161   1.89815   1.18493   1.72288   1.60881   1.90697   1.90415   1.39070   1.71949
  63   0.16003   0.44693  -0.18568  -1.47710  -1.29792  -0.58018  -0.69826   0.14587  -0.38935  -0.74035  -1.04272  -1.09677  -0.34348  -0.35382  -0.02414   0.10431  -0.68687  -0.16305  -0.16334  -0.48735  -0.21785   0.49895  -0.58018  -0.44259  -0.88722  -0.83431  -0.30374  -0.07359  -0.14717  -0.15560  -0.53837  -0.55139  -1.01825  -0.55091  -0.00040  -0.29558   0.00025  -0.06550  -0.66339   0.07404   0.00145  -0.05435   0.01395  -0.12812  -0.50600  -0.51149   0.12646  -0.13045  -0.55356  -0.62232  -0.68687  -0.56186  -0.57563   0.39797   0.23250   0.23393  -0.02589  -0.17459  -0.04646  -1.52580   0.17902   0.57875   0.12482
  64   1.14924   0.95231   1.38422   0.75790   0.67864   1.37991  -0.03268   1.24490   1.36768   0.56693   0.69791  -0.13045   1.11388  -1.41049   0.46786   0.64682   1.26240   0.14988   0.12813  -1.00676   1.02403  -0.04895  -0.25141  -0.80722  -0.45169  -1.17644  -1.23220   0.41706  -0.16706   0.45771  -0.55139   0.02059   0.15345  -0.28988  -0.57403  -0.52950   0.79647  -0.42856  -0.43464  -0.75897   0.29356  -0.17572   0.28856   0.11015   0.43460  -0.10514   0.33286   0.21680   0.17235   0.63451  -0.51693   0.57875   0.16003   0.24936   1.48607   1.15139   0.63943   1.32903   0.52360  -0.45516   1.17209  -1.61607  -0.12659
  65   0.04707  -0.17459   0.31824  -0.28669  -0.69065  -0.40940   0.35718   0.57129   0.39797   0.14795  -0.19026  -0.19171  -0.18201  -0.26039   1.04560   1.00635  -0.69746   0.46972   0.55337   0.20086   0.20086   0.45187  -0.15274   0.64519   0.62903   0.33461   1.09024   0.61621   0.45368   0.36828   0.03956  -0.23997  -0.20727   0.16382   1.12738   0.42285   0.71606   0.53441  -1.03226   0.78828   0.59928   0.86164   0.66212   1.00635   0.45187  -0.13591   1.01144   0.77189   1.28420   0.56290  -0.19123   0.78093  -0.03268   0.16233  -0.21685   0.29356   0.45771   1.38422   0.40496  -1.45651   0.34387   0.73280   0.68773
  66  -1.21041  -0.97154  -0.32227   0.89623  -0.21060  -0.64426  -1.99519  -1.65084  -1.94020   1.01747  -1.24688  -1.48017  -0.55208  -1.03170  -1.96612  -2.07784  -1.58164  -2.29412  -2.15546  -0.96077  -1.54343  -1.49791  -1.04970  -0.29109  -1.68309  -1.23736  -2.30611  -1.11019  -1.66104  -1.88093  -0.73972  -0.65585  -0.29652  -2.50168  -0.52391  -0.86359   0.38974  -1.61961  -1.59229  -1.52580  -0.89392  -0.73267  -1.10527  -1.03170  -1.99445  -0.88807   0.06452  -2.03567  -2.14730  -1.88585  -0.89441  -1.32013  -1.55497  -0.00401   0.38910  -0.41680   0.40393   0.56130   0.33993   0.21793  -0.88722  -1.32351   0.59189
  67  -2.26344  -1.97221  -2.03414  -0.07359  -1.99354  -1.91770  -2.75673  -2.14730  -2.94527  -1.68013  -2.57688  -2.62589  -2.19376  -2.10046  -1.72093  -2.09354  -2.16631  -2.04565  -1.94020  -1.62111  -1.91480  -1.90449  -2.75673  -1.65293  -1.60330  -2.23135  -2.40186  -1.20314  -1.35006  -1.14460  -1.48877  -1.42628  -2.74656  -2.17134  -1.14539  -1.65815  -1.10853  -1.62162  -1.97221  -1.82449  -1.96434  -1.89049  -0.93815  -2.19152  -1.62212  -0.45934  -1.30324  -1.04498  -1.87081  -0.57261  -1.61683  -0.31403  -0.86347  -1.07266  -0.41961  -1.62591  -1.49668  -0.59648  -1.87962  -0.41961  -0.95347  -0.14007   0.16382
  68  -0.35511  -0.50600   0.32201   1.38422  -0.83645  -0.94212   0.14028   0.32577  -0.83610   1.59319   0.32201   0.33286   1.30322  -0.98470  -1.04813  -2.05222  -1.82635  -0.45169  -0.38449   0.57875  -1.32238  -1.40569  -1.94527  -0.42098  -0.97763  -1.62591  -1.99098  -0.52054  -0.77143  -1.12856  -0.73533  -0.55321  -2.00384  -1.81463   1.13636   0.50724   0.65690  -1.11019  -0.26631  -0.12483   0.12813   0.61082   0.73056  -0.10370  -1.34343  -0.03268   0.71405  -0.65455  -1.53388  -2.23507  -0.94920   0.09485  -0.14862  -0.17674   1.27857   0.45685   1.46121   1.65500   0.47661   1.79092   0.16562   1.45487   1.45487
  69  -0.48305  -0.82806  -0.76949  -0.45934  -0.78417  -0.90313  -0.65422  -0.65518  -0.89882  -0.03356  -0.08099  -0.55766  -0.36061  -0.12483  -0.76293  -0.91056  -1.46881  -0.76852  -0.72640  -0.41961  -1.03861  -0.55495  -0.37324  -0.01796  -0.27596  -0.27880  -0.36133  -0.10013  -0.09910   0.03773  -0.68172  -0.54593  -0.71590  -0.51366  -0.21828  -0.01796  -0.80442  -1.43077  -0.15806  -0.70623  -0.29323  -0.30700  -0.34722  -0.91342  -0.33841  -0.14007  -0.00773   0.23171  -1.16075  -0.74602  -0.80599  -0.18954  -1.56502  -0.93726  -0.25199  -1.15789  -0.40865  -0.20727  -0.62293   0.07302  -1.06539   0.14988  -0.56203
  70  -2.15546  -1.89313  -2.04296  -1.35965  -2.01263  -1.68080  -1.46103  -1.16796  -1.94317  -1.58312  -1.60080  -0.79474  -1.35577   0.15491  -1.83447  -2.10210  -1.61658  -1.19353  -1.15201  -0.98578  -2.23135  -1.20514  -0.88225  -1.33029  -1.40793  -1.59464  -1.23015  -1.82016  -1.94456  -1.83855  -1.84595  -2.37679  -2.05495  -2.03567  -1.25544  -1.15012  -2.42199  -1.83432  -0.99737  -1.82016  -1.35402  -1.07720  -1.82697   0.16003  -1.00389  -0.61194  -0.93230  -0.76604   0.85143  -0.79220  -2.34778  -1.00130  -2.14345  -0.65788  -1.67772  -1.43464  -0.61675  -1.49143  -1.55497  -1.02172  -2.16762  -0.87361  -0.51366
